art_folder,art_file,sprite_folder,sprite_file
0390chimchar,0390 Chimchar.png,0390chimchar,chimchar.png
0391monferno,0391 Monferno.png,0391monferno,monferno.png
0392infernape,0392 Infernape.png,0392infernape,infernape.png
0393piplup,0393 Piplup BDSP.png,0393piplup,piplup.png
0395empoleon,0395 Empoleon.png,0395empoleon,empoleon.png
0396starly,0396 Starly.png,0396starly,starly.png
0397staravia,0397 Staravia.png,0397staravia,staravia.png
0398staraptor,0398 Staraptor.png,0398staraptor,staraptor.png
0399bidoof,0399 Bidoof.png,0399bidoof,bidoof.png
0401kricketot,0401 Kricketot.png,0401kricketot,kricketot.png
0402kricketune,0402 Kricketune.png,0402kricketune,kricketune.png
0403shinx,0403 Shinx BDSP.png,0403shinx,shinx.png
0404luxio,0404 Luxio.png,0404luxio,luxio.png
0405luxray,0405 Luxray.png,0405luxray,luxray.png
0406budew,0406 Budew.png,0406budew,budew.png
0407roserade,0407 Roserade.png,0407roserade,roserade.png
0408cranidos,0408 Cranidos BDSP.png,0408cranidos,cranidos.png
0410shieldon,0410 Shieldon.png,0410shieldon,shieldon.png
0411bastiodon,0411 Bastiodon.png,0411bastiodon,bastiodon.png
0412burmy,0412 Burmy Plant.png,0412burmy,burmy.png
0412burmy,0412 Burmy Sandy.png,0412burmy,burmy-sandy.png
0412burmy,0412 Burmy Trash.png,0412burmy,burmy-trash.png
0413wormadam,0413 Wormadam Plant.png,0413wormadam,wormadam.png
0413wormadam,0413 Wormadam Trash.png,0413wormadam,wormadam-trash.png
0414mothim,0414 Mothim.png,0414mothim,mothim.png
0415combee,0415 Combee.png,0415combee,combee.png
0416vespiquen,0416 Vespiquen.png,0416vespiquen,vespiquen.png
0417pachirisu,0417 Pachirisu.png,0417pachirisu,pachirisu.png
0418buizel,0418 Buizel BDSP.png,0418buizel,buizel.png
0419floatzel,0419 Floatzel.png,0419floatzel,floatzel.png
0420cherubi,0420 Cherubi.png,0420cherubi,cherubi.png
0421cherrim,0421 Cherrim Overcast.png,0421cherrim,cherrim.png
0421cherrim,0421 Cherrim Sunny.png,0421cherrim,cherrim-sunshine.png
0422shellos,0422 Shellos East.png,0422shellos,shellos-east.png
0422shellos,0422 Shellos West.png,0422shellos,shellos.png 
0423gastrodon,0423 Gastrodon East.png,0423gastrodon,gastrodon-east.png
0424ambipom,0424 Ambipom.png,0424ambipom,ambipom.png
0425drifloon,0425 Drifloon.png,0425drifloon,drifloon.png
0426drifblim,0426 Drifblim.png,0426drifblim,drifblim.png
0427buneary,0427 Buneary.png,0427buneary,buneary.png
0428lopunny,0428 Lopunny Mega.png,0428lopunny,lopunny-mega.png
0428lopunny,0428 Lopunny.png,0428lopunny,lopunny.png
0429mismagius,0429 Mismagius.png,0429mismagius,mismagius.png
0430honchkrow,0430 Honchkrow.png,0430honchkrow,honchkrow.png
0431glameow,0431 Glameow.png,0431glameow,glameow.png
0432purugly,0432 Purugly BDSP.png,0432purugly,purugly.png
0433chingling,0433 Chingling.png,0433chingling,chingling.png
0434stunky,0434 Stunky.png,0434stunky,stunky.png
0435skuntank,0435 Skuntank.png,0435skuntank,skuntank.png
0436bronzor,0436 Bronzor.png,0436bronzor,bronzor.png
0437bronzong,0437 Bronzong.png,0437bronzong,bronzong.png
0438bonsly,0438 Bonsly.png,0438bonsly,bonsly.png
0439mime jr,0439 Mime Jr.png,0439mime jr,mime jr.png
0440happiny,0440 Happiny.png,0440happiny,happiny.png
0441chatot,0441 Chatot.png,0441chatot,chatot.png
0442spiritomb,0442 Spiritomb.png,0442spiritomb,spiritomb.png
0443gible,0443 Gible.png,0443gible,gible.png
0444gabite,0444 Gabite.png,0444gabite,gabite.png
0445garchomp,0445 Garchomp BDSP.png,0445garchomp,garchomp.png
0445garchomp,0445 Garchomp Mega.png,0445garchomp,garchomp-mega.png
0446munchlax,0446 Munchlax SM.png,0446munchlax,munchlax.png
0447riolu,0447 Riolu.png,0447riolu,riolu.png
0448lucario,0448 Lucario Mega.png,0448lucario,lucario-mega.png
0448lucario,0448 Lucario.png,0448lucario,lucario.png
0449hippopotas,0449 Hippopotas.png,0449hippopotas,hippopotas.png
0450hippowdon,0450 Hippowdon.png,0450hippowdon,hippowdon.png
0451skorupi,0451 Skorupi.png,0451skorupi,skorupi.png
0452drapion,0452 Drapion.png,0452drapion,drapion.png
0453croagunk,0453 Croagunk.png,0453croagunk,croagunk.png
0454toxicroak,0454 Toxicroak.png,0454toxicroak,toxicroak.png
0455carnivine,0455 Carnivine.png,0455carnivine,carnivine.png
0456finneon,0456 Finneon.png,0456finneon,finneon.png
0457lumineon,0457 Lumineon.png,0457lumineon,lumineon.png
0458mantyke,0458 Mantyke.png,0458mantyke,mantyke.png
0459snover,0459 Snover.png,0459snover,snover.png
0460abomasnow,0460 Abomasnow BDSP.png,0460abomasnow,abomasnow.png
0460abomasnow,0460 Abomasnow Mega.png,0460abomasnow,abomasnow-mega.png
0461weavile,0461 Weavile.png,0461weavile,weavile.png
0462magnezone,0462 Magnezone.png,0462magnezone,magnezone.png
0463lickilicky,0463 Lickilicky.png,0463lickilicky,lickilicky.png
0464rhyperior,0464 Rhyperior.png,0464rhyperior,rhyperior.png
0465tangrowth,0465 Tangrowth.png,0465tangrowth,tangrowth.png
0466electivire,0466 Electivire BDSP.png,0466electivire,electivire.png
0467magmortar,0467 Magmortar BDSP.png,0467magmortar,magmortar.png
0468togekiss,0468 Togekiss.png,0468togekiss,togekiss.png
0469yanmega,0469 Yanmega.png,0469yanmega,yanmega.png
0470leafeon,0470 Leafeon.png,0470leafeon,leafeon.png
0472gliscor,0472 Gliscor.png,0472gliscor,gliscor.png
0473mamoswine,0473 Mamoswine.png,0473mamoswine,mamoswine.png
0474porygon-z,0474 Porygon-Z.png,0474porygon-z,porygon-z.png
0475gallade,0475 Gallade Mega.png,0475gallade,gallade-mega.png
0475gallade,0475 Gallade.png,0475gallade,gallade.png
0476probopass,0476 Probopass.png,0476probopass,probopass.png
0478froslass,0478 Froslass.png,0478froslass,froslass.png
0479rotom,0479 Rotom BDSP.png,0479rotom,rotom.png
0479rotom,0479 Rotom Fan.png,0479rotom,rotom-fan.png
0479rotom,0479 Rotom Frost.png,0479rotom,rotom-frost.png
0479rotom,0479 Rotom Heat.png,0479rotom,rotom-heat.png
0479rotom,0479 Rotom Mow.png,0479rotom,rotom-mow.png
0479rotom,0479 Rotom Wash.png,0479rotom,rotom-wash_right.png
0480uxie,0480 Uxie.png,0480uxie,uxie.png
0481mesprit,0481 Mesprit.png,0481mesprit,mesprit.png
0482azelf,0482 Azelf BDSP.png,0482azelf,azelf.png
0483dialga,0483 Dialga Origin.png,0483dialga,dialga-origin.png
0484palkia,0484 Palkia BDSP.png,0484palkia,palkia.png
0485heatran,0485 Heatran.png,0485heatran,heatran.png
0486regigigas,0486 Regigigas.png,0486regigigas,regigigas.png
0487giratina,0487 Giratina Origin.png,0487giratina,giratina-origin.png
0487giratina,0487 Giratina.png,0487giratina,giratina.png
0489phione,0489 Phione.png,0489phione,phione.png
0490manaphy,0490 Manaphy.png,0490manaphy,manaphy.png
0491darkrai,0491 Darkrai.png,0491darkrai,darkrai.png
0492shaymin,0492 Shaymin.png,0492shaymin,shaymin.png
0493arceus,0493 Arceus.png,0493arceus,arceus.png
0494victini,0494 Victini.png,0494victini,victini.png
0495snivy,0495 Snivy.png,0495snivy,snivy.png
0497serperior,0497 Serperior.png,0497serperior,serperior.png
0498tepig,0498 Tepig B2W2.png,0498tepig,tepig.png
0499pignite,0499 Pignite.png,0499pignite,pignite.png
0500emboar,0500 Emboar.png,0500emboar,emboar.png
0501oshawott,0501 Oshawott.png,0501oshawott,oshawott.png
0502dewott,0502 Dewott.png,0502dewott,dewott.png
0503samurott,0503 Samurott Hisui.png,0503samurott,samurott hisui.png
0503samurott,0503 Samurott.png,0503samurott,samurott.png
0504patrat,0504 Patrat.png,0504patrat,patrat.png
0505watchog,0505 Watchog.png,0505watchog,watchog.png
0506lillipup,0506 Lillipup.png,0506lillipup,lillipup.png
0507herdier,0507 Herdier.png,0507herdier,herdier.png
0508stoutland,0508 Stoutland.png,0508stoutland,stoutland.png
0510liepard,0510 Liepard.png,0510liepard,liepard.png
0511pansage,0511 Pansage.png,0511pansage,pansage.png
0512simisage,0512 Simisage.png,0512simisage,simisage.png
0513pansear,0513 Pansear.png,0513pansear,pansear.png
0514simisear,0514 Simisear.png,0514simisear,simisear.png
0515panpour,0515 Panpour.png,0515panpour,panpour.png
0516simipour,0516 Simipour.png,0516simipour,simipour.png
0517munna,0517 Munna.png,0517munna,munna.png
0518musharna,0518 Musharna.png,0518musharna,musharna.png
0519pidove,0519 Pidove.png,0519pidove,pidove.png
0520tranquill,0520 Tranquill.png,0520tranquill,tranquill.png
0521unfezant,0521 Unfezant Female.png,0521unfezant,unfezant_female.png
0521unfezant,0521 Unfezant Male.png,0521unfezant,unfezant.png
0523zebstrika,0523 Zebstrika.png,0523zebstrika,zebstrika.png
0524roggenrola,0524 Roggenrola.png,0524roggenrola,roggenrola.png
0525boldore,0525 Boldore.png,0525boldore,boldore.png
0526gigalith,0526 Gigalith.png,0526gigalith,gigalith.png
0527woobat,0527 Woobat.png,0527woobat,woobat.png
0528swoobat,0528 Swoobat.png,0528swoobat,swoobat.png
0529drilbur,0529 Drilbur.png,0529drilbur,drilbur.png
0531audino,0531 Audino Mega.png,0531audino,audino-mega.png
0531audino,0531 Audino.png,0531audino,audino.png
0532timburr,0532 Timburr.png,0532timburr,timburr.png
0533gurdurr,0533 Gurdurr.png,0533gurdurr,gurdurr.png
0534conkeldurr,0534 Conkeldurr.png,0534conkeldurr,conkeldurr.png
0535tympole,0535 Tympole.png,0535tympole,tympole.png
0536palpitoad,0536 Palpitoad.png,0536palpitoad,palpitoad.png
0537seismitoad,0537 Seismitoad.png,0537seismitoad,seismitoad.png
0539sawk,0539 Sawk.png,0539sawk,sawk.png
0540sewaddle,0540 Sewaddle.png,0540sewaddle,sewaddle.png
0541swadloon,0541 Swadloon.png,0541swadloon,swadloon.png
0542leavanny,0542 Leavanny.png,0542leavanny,leavanny.png
0543venipede,0543 Venipede.png,0543venipede,venipede.png
0544whirlipede,0544 Whirlipede.png,0544whirlipede,whirlipede.png
0545scolipede,0545 Scolipede.png,0545scolipede,scolipede.png
0546cottonee,0546 Cottonee.png,0546cottonee,cottonee.png
0547whimsicott,0547 Whimsicott.png,0547whimsicott,whimsicott.png
0548petilil,0548 Petilil.png,0548petilil,petilil.png
0549lilligant,0549 Lilligant Hisui.png,0549lilligant,lilligant hisui.png
0549lilligant,0549 Lilligant.png,0549lilligant,lilligant.png
0550basculin,0550 Basculin Blue.png,0550basculin,basculin blue striped.png
0550basculin,0550 Basculin Red.png,0550basculin,basculin.png
0550basculin,0550 Basculin White.png,0550basculin,basculin white striped.png
0551sandile,0551 Sandile.png,0551sandile,sandile.png
0552krokorok,0552 Krokorok.png,0552krokorok,krokorok.png
0554darumaka,0554 Darumaka Galar.png,0554darumaka,darumaka galar.png
0554darumaka,0554 Darumaka.png,0554darumaka,darumaka.png
0555darmanitan,0555 Darmanitan Zen.png,0555darmanitan,darmanitan-zen.png
0555darmanitan,0555 Darmanitan.png,0555darmanitan,darmanitan.png
0556maractus,0556 Maractus.png,0556maractus,maractus.png
0557dwebble,0557 Dwebble.png,0557dwebble,dwebble.png
0558crustle,0558 Crustle.png,0558crustle,crustle.png
0559scraggy,0559 Scraggy.png,0559scraggy,scraggy.png
0560scrafty,0560 Scrafty.png,0560scrafty,scrafty.png
0561sigilyph,0561 Sigilyph.png,0561sigilyph,sigilyph.png
0562yamask,0562 Yamask Galar.png,0562yamask,yamask galar.png
0562yamask,0562 Yamask.png,0562yamask,yamask.png
0563cofagrigus,0563 Cofagrigus.png,0563cofagrigus,cofagrigus.png
0564tirtouga,0564 Tirtouga.png,0564tirtouga,tirtouga.png
0565carracosta,0565 Carracosta.png,0565carracosta,carracosta.png
0566archen,0566 Archen.png,0566archen,archen.png
0567archeops,0567 Archeops.png,0567archeops,archeops.png
0568trubbish,0568 Trubbish.png,0568trubbish,trubbish.png
0569garbodor,0569 Garbodor Gigantamax.png,0569garbodor,garbodor-gmax.png
0569garbodor,0569 Garbodor.png,0569garbodor,garbodor.png
0570zorua,0570 Zorua Hisui.png,0570zorua,zorua hisui.png
0570zorua,0570 Zorua.png,0570zorua,zorua.png
0571zoroark,0571 Zoroark Hisui.png,0571zoroark,zoroark hisui.png
0571zoroark,0571 Zoroark.png,0571zoroark,zoroark.png
0572minccino,0572 Minccino.png,0572minccino,minccino.png
0573cinccino,0573 Cinccino.png,0573cinccino,cinccino.png
0574gothita,0574 Gothita.png,0574gothita,gothita.png
0576gothitelle,0576 Gothitelle.png,0576gothitelle,gothitelle.png
0577solosis,0577 Solosis.png,0577solosis,solosis.png
0578duosion,0578 Duosion.png,0578duosion,duosion.png
0579reuniclus,0579 Reuniclus.png,0579reuniclus,reuniclus.png
0580ducklett,0580 Ducklett.png,0580ducklett,ducklett.png
0581swanna,0581 Swanna.png,0581swanna,swanna.png
0582vanillite,0582 Vanillite.png,0582vanillite,vanillite.png
0583vanillish,0583 Vanillish.png,0583vanillish,vanillish.png
0584vanilluxe,0584 Vanilluxe.png,0584vanilluxe,vanilluxe.png
0585deerling,0585 Deerling Autumn.png,0585deerling,deerling-autumn.png
0585deerling,0585 Deerling Spring.png,0585deerling,deerling.png
0585deerling,0585 Deerling Summer.png,0585deerling,deerling-summer.png
0585deerling,0585 Deerling Winter.png,0585deerling,deerling-winter.png
0587emolga,0587 Emolga.png,0587emolga,emolga.png
0588karrablast,0588 Karrablast.png,0588karrablast,karrablast.png
0589escavalier,0589 Escavalier.png,0589escavalier,escavalier.png
0590foongus,0590 Foongus.png,0590foongus,foongus.png
0591amoonguss,0591 Amoonguss.png,0591amoonguss,amoonguss.png
0592frillish,0592 Frillish Female.png,0592frillish,frillish_female.png
0592frillish,0592 Frillish Male.png,0592frillish,frillish.png
0593jellicent,0593 Jellicent Female.png,0593jellicent,jellicent_female.png
0593jellicent,0593 Jellicent Male.png,0593jellicent,jellicent.png
0594alomomola,0594 Alomomola.png,0594alomomola,alomomola.png
0595joltik,0595 Joltik.png,0595joltik,joltik.png
0596galvantula,0596 Galvantula.png,0596galvantula,galvantula.png
0597ferroseed,0597 Ferroseed.png,0597ferroseed,ferroseed.png
0598ferrothorn,0598 Ferrothorn.png,0598ferrothorn,ferrothorn.png
0599klink,0599 Klink.png,0599klink,klink.png
0600klang,0600 Klang.png,0600klang,klang.png
0601klinklang,0601 Klinklang.png,0601klinklang,klinklang.png
0602tynamo,0602 Tynamo.png,0602tynamo,tynamo.png
0603eelektrik,0603 Eelektrik.png,0603eelektrik,eelektrik.png
0604eelektross,0604 Eelektross.png,0604eelektross,eelektross.png
0606beheeyem,0606 Beheeyem.png,0606beheeyem,beheeyem.png
0607litwick,0607 Litwick.png,0607litwick,litwick.png
0608lampent,0608 Lampent.png,0608lampent,lampent.png
0609chandelure,0609 Chandelure.png,0609chandelure,chandelure.png
0610axew,0610 Axew.png,0610axew,axew.png
0611fraxure,0611 Fraxure.png,0611fraxure,fraxure.png
0612haxorus,0612 Haxorus.png,0612haxorus,haxorus.png
0613cubchoo,0613 Cubchoo.png,0613cubchoo,cubchoo.png
0614beartic,0614 Beartic.png,0614beartic,beartic.png
0615cryogonal,0615 Cryogonal.png,0615cryogonal,cryogonal.png
0616shelmet,0616 Shelmet.png,0616shelmet,shelmet.png
0618stunfisk,0618 Stunfisk Galar.png,0618stunfisk,stunfisk galar.png
0618stunfisk,0618 Stunfisk.png,0618stunfisk,stunfisk.png
0619mienfoo,0619 Mienfoo.png,0619mienfoo,mienfoo.png
0620mienshao,0620 Mienshao.png,0620mienshao,mienshao.png
0621druddigon,0621 Druddigon.png,0621druddigon,druddigon.png
0622golett,0622 Golett.png,0622golett,golett.png
0623golurk,0623 Golurk.png,0623golurk,golurk.png
0625bisharp,0625 Bisharp.png,0625bisharp,bisharp.png
0626bouffalant,0626 Bouffalant.png,0626bouffalant,bouffalant.png
0627rufflet,0627 Rufflet.png,0627rufflet,rufflet.png
0628braviary,0628 Braviary Hisui.png,0628braviary,braviary hisui.png
0628braviary,0628 Braviary.png,0628braviary,braviary.png
0629vullaby,0629 Vullaby.png,0629vullaby,vullaby.png
0631heatmor,0631 Heatmor.png,0631heatmor,heatmor.png
0632durant,0632 Durant.png,0632durant,durant.png
0633deino,0633 Deino.png,0633deino,deino.png
0634zweilous,0634 Zweilous.png,0634zweilous,zweilous.png
0635hydreigon,0635 Hydreigon.png,0635hydreigon,hydreigon.png
0636larvesta,0636 Larvesta.png,0636larvesta,larvesta.png
0637volcarona,0637 Volcarona.png,0637volcarona,volcarona.png
0638cobalion,0638 Cobalion.png,0638cobalion,cobalion.png
0639terrakion,0639 Terrakion.png,0639terrakion,terrakion.png
0641tornadus,0641 Tornadus Therian.png,0641tornadus,tornadus-therian.png
0641tornadus,0641 Tornadus.png,0641tornadus,tornadus.png
0644zekrom,0644 Zekrom.png,0644zekrom,zekrom.png
0645landorus,0645 Landorus Therian.png,0645landorus,landorus-therian.png
0645landorus,0645 Landorus.png,0645landorus,landorus.png
0646kyurem,0646 Kyurem White.png,0646kyurem,kyurem-white.png
0646kyurem,0646 Kyurem.png,0646kyurem,kyurem.png
0647keldeo,0647 Keldeo.png,0647keldeo,keldeo.png
0648meloetta,0648 Meloetta Pirouette.png,0648meloetta,meloetta-pirouette.png
0648meloetta,0648 Meloetta.png,0648meloetta,meloetta.png
0649genesect,0649 Genesect.png,0649genesect,genesect.png
0650chespin,0650 Chespin.png,0650chespin,chespin.png
0651quilladin,0651 Quilladin.png,0651quilladin,quilladin.png
0652chesnaught,0652 Chesnaught.png,0652chesnaught,chesnaught.png
0654braixen,0654 Braixen.png,0654braixen,braixen.png
0655delphox,0655 Delphox.png,0655delphox,delphox.png
0656froakie,0656 Froakie.png,0656froakie,froakie.png
0657frogadier,0657 Frogadier.png,0657frogadier,frogadier.png
0658greninja,0658 Greninja Ash.png,0658greninja,greninja-ash.png
0659bunnelby,0659 Bunnelby.png,0659bunnelby,bunnelby.png
0660diggersby,0660 Diggersby.png,0660diggersby,diggersby.png
0661fletchling,0661 Fletchling.png,0661fletchling,fletchling.png
0662fletchinder,0662 Fletchinder.png,0662fletchinder,fletchinder.png
0663talonflame,0663 Talonflame.png,0663talonflame,talonflame.png
0664scatterbug,0664 Scatterbug.png,0664scatterbug,scatterbug.png
0665spewpa,0665 Spewpa.png,0665spewpa,spewpa.png
0666vivillon,0666 Vivillon Jungle.png,0666vivillon,vivillon-jungle.png
0666vivillon,0666 Vivillon.png,0666vivillon,vivillon.png
0667litleo,0667 Litleo.png,0667litleo,litleo.png
0668pyroar,0668 Pyroar Female.png,0668pyroar,pyroar_female.png
0669flabebe,0669 Flabébé.png,0669flabebe,flabebe.png
0670floette,0670 Floette.png,0670floette,floette.png
0671florges,0671 Florges.png,0671florges,florges.png
0672skiddo,0672 Skiddo.png,0672skiddo,skiddo.png
0673gogoat,0673 Gogoat.png,0673gogoat,gogoat.png
0674pancham,0674 Pancham.png,0674pancham,pancham.png
0675pangoro,0675 Pangoro.png,0675pangoro,pangoro.png
0676furfrou,0676 Furfrou Diamond.png,0676furfrou,furfrou-diamond.png
0676furfrou,0676 Furfrou Heart.png,0676furfrou,furfrou-heart.png
0676furfrou,0676 Furfrou Star.png,0676furfrou,furfrou-star.png
0676furfrou,0676 Furfrou.png,0676furfrou,furfrou.png
0677espurr,0677 Espurr.png,0677espurr,espurr.png
0678meowstic,0678 Meowstic Female.png,0678meowstic,meowstic_female.png
0678meowstic,0678 Meowstic Male.png,0678meowstic,meowstic.png
0679honedge,0679 Honedge.png,0679honedge,honedge.png
0680doublade,0680 Doublade.png,0680doublade,doublade.png
0681aegislash,0681 Aegislash Blade.png,0681aegislash,aegislash-blade.png
0681aegislash,0681 Aegislash Shield.png,0681aegislash,aegislash.png
0682spritzee,0682 Spritzee.png,0682spritzee,spritzee.png
0683aromatisse,0683 Aromatisse.png,0683aromatisse,aromatisse.png
0684swirlix,0684 Swirlix.png,0684swirlix,swirlix.png
0685slurpuff,0685 Slurpuff.png,0685slurpuff,slurpuff.png
0686inkay,0686 Inkay.png,0686inkay,inkay.png
0687malamar,0687 Malamar.png,0687malamar,malamar.png
0688binacle,0688 Binacle.png,0688binacle,binacle.png
0689barbaracle,0689 Barbaracle.png,0689barbaracle,barbaracle.png
0690skrelp,0690 Skrelp.png,0690skrelp,skrelp.png
0691dragalge,0691 Dragalge.png,0691dragalge,dragalge.png
0692clauncher,0692 Clauncher.png,0692clauncher,clauncher.png
0693clawitzer,0693 Clawitzer.png,0693clawitzer,clawitzer.png
0695heliolisk,0695 Heliolisk.png,0695heliolisk,heliolisk.png
0697tyrantrum,0697 Tyrantrum.png,0697tyrantrum,tyrantrum.png
0698amaura,0698 Amaura.png,0698amaura,amaura.png
0699aurorus,0699 Aurorus.png,0699aurorus,aurorus.png
0700sylveon,0700 Sylveon.png,0700sylveon,sylveon.png
0701hawlucha,0701 Hawlucha.png,0701hawlucha,hawlucha.png
0703carbink,0703 Carbink.png,0703carbink,carbink.png
0704goomy,0704 Goomy.png,0704goomy,goomy.png
0705sliggoo,0705 Sliggoo Hisui.png,0705sliggoo,sliggoo hisui.png
0706goodra,0706 Goodra Hisui.png,0706goodra,goodra hisui.png
0707klefki,0707 Klefki.png,0707klefki,klefki.png
0709trevenant,0709 Trevenant.png,0709trevenant,trevenant.png
0710pumpkaboo,0710 Pumpkaboo.png,0710pumpkaboo,pumpkaboo.png
0711gourgeist,0711 Gourgeist.png,0711gourgeist,gourgeist.png
0712bergmite,0712 Bergmite.png,0712bergmite,bergmite.png
0713avalugg,0713 Avalugg Hisui.png,0713avalugg,avalugg hisui.png
0713avalugg,0713 Avalugg.png,0713avalugg,avalugg.png
0714noibat,0714 Noibat.png,0714noibat,noibat.png
0715noivern,0715 Noivern.png,0715noivern,noivern.png
0717yveltal,0717 Yveltal.png,0717yveltal,yveltal.png
0718zygarde,0718 Zygarde 10Percent.png,0718zygarde,zygarde-10.png
0718zygarde,0718 Zygarde Complete.png,0718zygarde,zygarde-complete.png
0718zygarde,0718 Zygarde.png,0718zygarde,zygarde.png
0719diancie,0719 Diancie Mega.png,0719diancie,diancie-mega.png
0719diancie,0719 Diancie.png,0719diancie,diancie.png
0720hoopa,0720 Hoopa Unbound.png,0720hoopa,hoopa-unbound.png
0720hoopa,0720 Hoopa.png,0720hoopa,hoopa.png
0721volcanion,0721 Volcanion.png,0721volcanion,volcanion.png
0722rowlet,0722 Rowlet.png,0722rowlet,rowlet.png
0724decidueye,0724 Decidueye Hisui.png,0724decidueye,decidueye hisui.png
0724decidueye,0724 Decidueye.png,0724decidueye,decidueye.png
0725litten,0725 Litten.png,0725litten,litten.png
0726torracat,0726 Torracat.png,0726torracat,torracat.png
0727incineroar,0727 Incineroar.png,0727incineroar,incineroar.png
0730primarina,0730 Primarina.png,0730primarina,primarina.png
0731pikipek,0731 Pikipek.png,0731pikipek,pikipek.png
0732trumbeak,0732 Trumbeak.png,0732trumbeak,trumbeak.png
0733toucannon,0733 Toucannon.png,0733toucannon,toucannon.png
0734yungoos,0734 Yungoos.png,0734yungoos,yungoos.png
0736grubbin,0736 Grubbin.png,0736grubbin,grubbin.png
0737charjabug,0737 Charjabug.png,0737charjabug,charjabug.png
0738vikavolt,0738 Vikavolt.png,0738vikavolt,vikavolt.png
0739crabrawler,0739 Crabrawler.png,0739crabrawler,crabrawler.png
0740crabominable,0740 Crabominable.png,0740crabominable,crabominable.png
0741oricorio,0741 Oricorio Pa'u.png,0741oricorio,oricorio-pau.png
0741oricorio,0741 Oricorio Pom-Pom.png,0741oricorio,oricorio-pom-pom.png
0741oricorio,0741 Oricorio Sensu.png,0741oricorio,oricorio-sensu.png
0741oricorio,0741 Oricorio.png,0741oricorio,oricorio.png
0742cutiefly,0742 Cutiefly.png,0742cutiefly,cutiefly.png
0743ribombee,0743 Ribombee.png,0743ribombee,ribombee.png
0744rockruff,0744 Rockruff.png,0744rockruff,rockruff.png
0745lycanroc,0745 Lycanroc.png,0745lycanroc,lycanroc.png
0746wishiwashi,0746 Wishiwashi School.png,0746wishiwashi,wishiwashi-school.png
0746wishiwashi,0746 Wishiwashi.png,0746wishiwashi,wishiwashi.png
0747mareanie,0747 Mareanie.png,0747mareanie,mareanie.png
0748toxapex,0748 Toxapex.png,0748toxapex,toxapex.png
0749mudbray,0749 Mudbray.png,0749mudbray,mudbray.png
0751dewpider,0751 Dewpider.png,0751dewpider,dewpider.png
0753fomantis,0753 Fomantis.png,0753fomantis,fomantis.png
0754lurantis,0754 Lurantis.png,0754lurantis,lurantis.png
0755morelull,0755 Morelull.png,0755morelull,morelull.png
0756shiinotic,0756 Shiinotic.png,0756shiinotic,shiinotic.png
0757salandit,0757 Salandit.png,0757salandit,salandit.png
0759stufful,0759 Stufful.png,0759stufful,stufful.png
0760bewear,0760 Bewear.png,0760bewear,bewear.png
0761bounsweet,0761 Bounsweet.png,0761bounsweet,bounsweet.png
0762steenee,0762 Steenee.png,0762steenee,steenee.png
0763tsareena,0763 Tsareena.png,0763tsareena,tsareena.png
0764comfey,0764 Comfey.png,0764comfey,comfey.png
0765oranguru,0765 Oranguru.png,0765oranguru,oranguru.png
0766passimian,0766 Passimian.png,0766passimian,passimian.png
0768golisopod,0768 Golisopod.png,0768golisopod,golisopod.png
0769sandygast,0769 Sandygast.png,0769sandygast,sandygast.png
0770palossand,0770 Palossand.png,0770palossand,palossand.png
0771pyukumuku,0771 Pyukumuku.png,0771pyukumuku,pyukumuku.png
0773silvally,0773 Silvally Shiny.png,0773silvally,silvally_shiny.png
0773silvally,0773 Silvally.png,0773silvally,silvally.png
0774minior,0774 Minior Core.png,0774minior,minior-red.png
0774minior,0774 Minior.png,0774minior,minior.png
0775komala,0775 Komala.png,0775komala,komala.png
0776turtonator,0776 Turtonator.png,0776turtonator,turtonator.png
0777togedemaru,0777 Togedemaru.png,0777togedemaru,togedemaru.png
0778mimikyu,0778 Mimikyu.png,0778mimikyu,mimikyu.png
0779bruxish,0779 Bruxish.png,0779bruxish,bruxish.png
0780drampa,0780 Drampa.png,0780drampa,drampa.png
0781dhelmise,0781 Dhelmise.png,0781dhelmise,dhelmise.png
0782jangmo-o,0782 Jangmo o.png,0782jangmo-o,jangmo-o.png
0783hakamo-o,0783 Hakamo o.png,0783hakamo-o,hakamo-o.png
0784kommo-o,0784 Kommo o.png,0784kommo-o,kommo-o.png
0785tapu koko,0785 Tapu Koko.png,0785tapu koko,tapu koko.png
0786tapu lele,0786 Tapu Lele.png,0786tapu lele,tapu lele.png
0787tapu bulu,0787 Tapu Bulu.png,0787tapu bulu,tapu bulu.png
0790cosmoem,0790 Cosmoem.png,0790cosmoem,cosmoem.png
0791solgaleo,0791 Solgaleo RadiantSunPhase.png,0791solgaleo,solgaleo.png
0792lunala,0792 Lunala.png,0792lunala,lunala.png
0793nihilego,0793 Nihilego.png,0793nihilego,nihilego.png
0794buzzwole,0794 Buzzwole.png,0794buzzwole,buzzwole.png
0795pheromosa,0795 Pheromosa.png,0795pheromosa,pheromosa.png
0796xurkitree,0796 Xurkitree.png,0796xurkitree,xurkitree.png
0797celesteela,0797 Celesteela.png,0797celesteela,celesteela.png
0798kartana,0798 Kartana.png,0798kartana,kartana.png
0799guzzlord,0799 Guzzlord.png,0799guzzlord,guzzlord.png
0800necrozma,0800 Necrozma Dawn Wings 2.png,0800necrozma,necrozma-dawn.png
0800necrozma,0800 Necrozma Dawn Wings.png,0800necrozma,necrozma-dawn_right.png
0800necrozma,0800 Necrozma Dusk Mane.png,0800necrozma,necrozma-dusk.png
