project_file,sprite_file,status,reason
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0229houndoom/poke_capture_0229_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0229houndoom/houndoom_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0229houndoom/poke_capture_0229_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0229houndoom/houndoom.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0229houndoom/poke_capture_0229_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0229houndoom/houndoom_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0229houndoom/poke_capture_0229_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0229houndoom/houndoom-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0229houndoom/poke_capture_0229_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0229houndoom/houndoom-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0230kingdra/poke_capture_0230_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0230kingdra/kingdra.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0230kingdra/poke_capture_0230_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0230kingdra/kingdra_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0231phanpy/poke_capture_0231_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0231phanpy/phanpy.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0231phanpy/poke_capture_0231_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0231phanpy/phanpy_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0232donphan/poke_capture_0232_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0232donphan/donphan.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0232donphan/poke_capture_0232_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0232donphan/donphan_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0232donphan/poke_capture_0232_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0232donphan/donphan.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0232donphan/poke_capture_0232_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0232donphan/donphan_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0233porygon2/poke_capture_0233_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0233porygon2/porygon2.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0233porygon2/poke_capture_0233_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0233porygon2/porygon2_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0234stantler/poke_capture_0234_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0234stantler/stantler.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0234stantler/poke_capture_0234_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0234stantler/stantler_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0235smeargle/poke_capture_0235_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0235smeargle/smeargle.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0235smeargle/poke_capture_0235_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0235smeargle/smeargle_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0236tyrogue/poke_capture_0236_000_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0236tyrogue/tyrogue.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0236tyrogue/poke_capture_0236_000_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0236tyrogue/tyrogue_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0237hitmontop/poke_capture_0237_000_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0237hitmontop/hitmontop.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0237hitmontop/poke_capture_0237_000_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0237hitmontop/hitmontop_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0238smoochum/poke_capture_0238_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0238smoochum/smoochum.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0238smoochum/poke_capture_0238_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0238smoochum/smoochum_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0239elekid/poke_capture_0239_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0239elekid/elekid.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0239elekid/poke_capture_0239_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0239elekid/elekid_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0240magby/poke_capture_0240_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0240magby/magby.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0240magby/poke_capture_0240_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0240magby/magby_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0241miltank/poke_capture_0241_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0241miltank/miltank.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0241miltank/poke_capture_0241_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0241miltank/miltank_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0242blissey/poke_capture_0242_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0242blissey/blissey.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0242blissey/poke_capture_0242_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0242blissey/blissey_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0243raikou/poke_capture_0243_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0243raikou/raikou.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0243raikou/poke_capture_0243_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0243raikou/raikou_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0244entei/poke_capture_0244_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0244entei/entei.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0244entei/poke_capture_0244_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0244entei/entei_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0245suicune/poke_capture_0245_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0245suicune/suicune.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0245suicune/poke_capture_0245_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0245suicune/suicune_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0246larvitar/poke_capture_0246_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0246larvitar/larvitar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0246larvitar/poke_capture_0246_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0246larvitar/larvitar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0247pupitar/poke_capture_0247_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0247pupitar/pupitar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0247pupitar/poke_capture_0247_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0247pupitar/pupitar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0248tyranitar/poke_capture_0248_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0248tyranitar/tyranitar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0248tyranitar/poke_capture_0248_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0248tyranitar/tyranitar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0248tyranitar/poke_capture_0248_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0248tyranitar/tyranitar-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0248tyranitar/poke_capture_0248_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0248tyranitar/tyranitar-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0249lugia/poke_capture_0249_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0249lugia/lugia.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0249lugia/poke_capture_0249_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0249lugia/lugia_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0250ho-oh/poke_capture_0250_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0250ho-oh/ho-oh.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0250ho-oh/poke_capture_0250_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0250ho-oh/ho-oh_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0251celebi/poke_capture_0251_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0251celebi/celebi.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0251celebi/poke_capture_0251_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0251celebi/celebi_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0252treecko/poke_capture_0252_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0252treecko/treecko.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0252treecko/poke_capture_0252_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0252treecko/treecko_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0253grovyle/poke_capture_0253_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0253grovyle/grovyle.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0253grovyle/poke_capture_0253_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0253grovyle/grovyle_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0254sceptile/poke_capture_0254_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0254sceptile/sceptile.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0254sceptile/poke_capture_0254_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0254sceptile/sceptile_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0254sceptile/poke_capture_0254_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0254sceptile/sceptile-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0254sceptile/poke_capture_0254_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0254sceptile/sceptile-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0255torchic/poke_capture_0255_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0255torchic/torchic.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0255torchic/poke_capture_0255_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0255torchic/torchic_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0256combusken/poke_capture_0256_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0256combusken/combusken.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0256combusken/poke_capture_0256_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0256combusken/combusken_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0256combusken/poke_capture_0256_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0256combusken/combusken.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0256combusken/poke_capture_0256_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0256combusken/combusken_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0257blaziken/poke_capture_0257_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0257blaziken/blaziken.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0257blaziken/poke_capture_0257_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0257blaziken/blaziken_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0257blaziken/poke_capture_0257_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0257blaziken/blaziken.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0257blaziken/poke_capture_0257_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0257blaziken/blaziken_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0257blaziken/poke_capture_0257_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0257blaziken/blaziken-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0257blaziken/poke_capture_0257_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0257blaziken/blaziken-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0258mudkip/poke_capture_0258_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0258mudkip/mudkip.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0258mudkip/poke_capture_0258_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0258mudkip/mudkip_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0259marshtomp/poke_capture_0259_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0259marshtomp/marshtomp.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0259marshtomp/poke_capture_0259_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0259marshtomp/marshtomp_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0260swampert/poke_capture_0260_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0260swampert/swampert.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0260swampert/poke_capture_0260_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0260swampert/swampert_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0260swampert/poke_capture_0260_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0260swampert/swampert-mega.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0260swampert/poke_capture_0260_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0260swampert/swampert-mega_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0261poochyena/poke_capture_0261_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0261poochyena/poochyena.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0261poochyena/poke_capture_0261_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0261poochyena/poochyena_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0262mightyena/poke_capture_0262_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0262mightyena/mightyena.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0262mightyena/poke_capture_0262_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0262mightyena/mightyena_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0263zigzagoon/poke_capture_0263_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0263zigzagoon/zigzagoon galar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0263zigzagoon/poke_capture_0263_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0263zigzagoon/zigzagoon galar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0263zigzagoon/poke_capture_0263_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0263zigzagoon/zigzagoon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0263zigzagoon/poke_capture_0263_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0263zigzagoon/zigzagoon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0264linoone/poke_capture_0264_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0264linoone/linoone galar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0264linoone/poke_capture_0264_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0264linoone/linoone galar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0264linoone/poke_capture_0264_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0264linoone/linoone.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0264linoone/poke_capture_0264_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0264linoone/linoone_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0265wurmple/poke_capture_0265_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0265wurmple/wurmple.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0265wurmple/poke_capture_0265_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0265wurmple/wurmple_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0266silcoon/poke_capture_0266_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0266silcoon/silcoon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0266silcoon/poke_capture_0266_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0266silcoon/silcoon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0267beautifly/poke_capture_0267_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0267beautifly/beautifly.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0267beautifly/poke_capture_0267_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0267beautifly/beautifly_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0267beautifly/poke_capture_0267_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0267beautifly/beautifly.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0267beautifly/poke_capture_0267_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0267beautifly/beautifly_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0268cascoon/poke_capture_0268_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0268cascoon/cascoon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0268cascoon/poke_capture_0268_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0268cascoon/cascoon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0269dustox/poke_capture_0269_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0269dustox/dustox.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0269dustox/poke_capture_0269_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0269dustox/dustox_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0269dustox/poke_capture_0269_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0269dustox/dustox.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0269dustox/poke_capture_0269_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0269dustox/dustox_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0270lotad/poke_capture_0270_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0270lotad/lotad.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0270lotad/poke_capture_0270_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0270lotad/lotad_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0271lombre/poke_capture_0271_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0271lombre/lombre.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0271lombre/poke_capture_0271_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0271lombre/lombre_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0272ludicolo/poke_capture_0272_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0272ludicolo/ludicolo.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0272ludicolo/poke_capture_0272_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0272ludicolo/ludicolo_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0272ludicolo/poke_capture_0272_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0272ludicolo/ludicolo.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0272ludicolo/poke_capture_0272_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0272ludicolo/ludicolo_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0273seedot/poke_capture_0273_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0273seedot/seedot.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0273seedot/poke_capture_0273_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0273seedot/seedot_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0274nuzleaf/poke_capture_0274_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0274nuzleaf/nuzleaf.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0274nuzleaf/poke_capture_0274_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0274nuzleaf/nuzleaf_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0274nuzleaf/poke_capture_0274_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0274nuzleaf/nuzleaf.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0274nuzleaf/poke_capture_0274_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0274nuzleaf/nuzleaf_shiny.png,mapped,variant-index
