,model_folder,model_file,sprite_folder,sprite_file,model_path,sprite_path
429,0201unown,poke_capture_0201_000_uk_n_00000000_f_n.png,0201unown,unown.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_000_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown.png
430,0201unown,poke_capture_0201_000_uk_n_00000000_f_r.png,0201unown,unown_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_000_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown_shiny.png
431,0201unown,poke_capture_0201_001_uk_n_00000000_f_n.png,0201unown,unown-b.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_001_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-b.png
432,0201unown,poke_capture_0201_001_uk_n_00000000_f_r.png,0201unown,unown-b_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_001_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-b_shiny.png
433,0201unown,poke_capture_0201_002_uk_n_00000000_f_n.png,0201unown,unown-c.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_002_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-c.png
434,0201unown,poke_capture_0201_002_uk_n_00000000_f_r.png,0201unown,unown-c_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_002_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-c_shiny.png
435,0201unown,poke_capture_0201_003_uk_n_00000000_f_n.png,0201unown,unown-d.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_003_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-d.png
436,0201unown,poke_capture_0201_003_uk_n_00000000_f_r.png,0201unown,unown-d_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_003_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-d_shiny.png
437,0201unown,poke_capture_0201_004_uk_n_00000000_f_n.png,0201unown,unown-e.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_004_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-e.png
438,0201unown,poke_capture_0201_004_uk_n_00000000_f_r.png,0201unown,unown-e_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_004_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-e_shiny.png
439,0201unown,poke_capture_0201_005_uk_n_00000000_f_n.png,0201unown,unown-f.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_005_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-f.png
440,0201unown,poke_capture_0201_005_uk_n_00000000_f_r.png,0201unown,unown-f_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_005_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-f_shiny.png
441,0201unown,poke_capture_0201_006_uk_n_00000000_f_n.png,0201unown,unown-g.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_006_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-g.png
442,0201unown,poke_capture_0201_006_uk_n_00000000_f_r.png,0201unown,unown-g_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_006_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-g_shiny.png
443,0201unown,poke_capture_0201_007_uk_n_00000000_f_n.png,0201unown,unown-h.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_007_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-h.png
444,0201unown,poke_capture_0201_007_uk_n_00000000_f_r.png,0201unown,unown-h_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_007_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-h_shiny.png
445,0201unown,poke_capture_0201_008_uk_n_00000000_f_n.png,0201unown,unown-i.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_008_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-i.png
446,0201unown,poke_capture_0201_008_uk_n_00000000_f_r.png,0201unown,unown-i_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_008_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-i_shiny.png
447,0201unown,poke_capture_0201_009_uk_n_00000000_f_n.png,0201unown,unown-j.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_009_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-j.png
448,0201unown,poke_capture_0201_009_uk_n_00000000_f_r.png,0201unown,unown-j_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_009_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-j_shiny.png
449,0201unown,poke_capture_0201_010_uk_n_00000000_f_n.png,0201unown,unown-k.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_010_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-k.png
450,0201unown,poke_capture_0201_010_uk_n_00000000_f_r.png,0201unown,unown-k_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_010_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-k_shiny.png
451,0201unown,poke_capture_0201_011_uk_n_00000000_f_n.png,0201unown,unown-l.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_011_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-l.png
452,0201unown,poke_capture_0201_011_uk_n_00000000_f_r.png,0201unown,unown-l_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_011_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-l_shiny.png
453,0201unown,poke_capture_0201_012_uk_n_00000000_f_n.png,0201unown,unown-m.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_012_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-m.png
454,0201unown,poke_capture_0201_012_uk_n_00000000_f_r.png,0201unown,unown-m_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_012_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-m_shiny.png
455,0201unown,poke_capture_0201_013_uk_n_00000000_f_n.png,0201unown,unown-n.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_013_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-n.png
456,0201unown,poke_capture_0201_013_uk_n_00000000_f_r.png,0201unown,unown-n_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_013_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-n_shiny.png
457,0201unown,poke_capture_0201_014_uk_n_00000000_f_n.png,0201unown,unown-o.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_014_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-o.png
458,0201unown,poke_capture_0201_014_uk_n_00000000_f_r.png,0201unown,unown-o_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_014_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-o_shiny.png
459,0201unown,poke_capture_0201_015_uk_n_00000000_f_n.png,0201unown,unown-p.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_015_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-p.png
460,0201unown,poke_capture_0201_015_uk_n_00000000_f_r.png,0201unown,unown-p_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_015_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-p_shiny.png
461,0201unown,poke_capture_0201_016_uk_n_00000000_f_n.png,0201unown,unown-q.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_016_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-q.png
462,0201unown,poke_capture_0201_016_uk_n_00000000_f_r.png,0201unown,unown-q_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_016_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-q_shiny.png
463,0201unown,poke_capture_0201_017_uk_n_00000000_f_n.png,0201unown,unown-r.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_017_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-r.png
464,0201unown,poke_capture_0201_017_uk_n_00000000_f_r.png,0201unown,unown-r_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_017_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-r_shiny.png
465,0201unown,poke_capture_0201_018_uk_n_00000000_f_n.png,0201unown,unown-s.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_018_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-s.png
466,0201unown,poke_capture_0201_018_uk_n_00000000_f_r.png,0201unown,unown-s_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_018_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-s_shiny.png
467,0201unown,poke_capture_0201_019_uk_n_00000000_f_n.png,0201unown,unown-t.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_019_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-t.png
468,0201unown,poke_capture_0201_019_uk_n_00000000_f_r.png,0201unown,unown-t_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_019_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-t_shiny.png
469,0201unown,poke_capture_0201_020_uk_n_00000000_f_n.png,0201unown,unown-u.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_020_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-u.png
470,0201unown,poke_capture_0201_020_uk_n_00000000_f_r.png,0201unown,unown-u_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_020_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-u_shiny.png
471,0201unown,poke_capture_0201_021_uk_n_00000000_f_n.png,0201unown,unown-v.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_021_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-v.png
472,0201unown,poke_capture_0201_021_uk_n_00000000_f_r.png,0201unown,unown-v_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_021_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-v_shiny.png
473,0201unown,poke_capture_0201_022_uk_n_00000000_f_n.png,0201unown,unown-w.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_022_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-w.png
474,0201unown,poke_capture_0201_022_uk_n_00000000_f_r.png,0201unown,unown-w_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_022_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-w_shiny.png
475,0201unown,poke_capture_0201_023_uk_n_00000000_f_n.png,0201unown,unown-x.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_023_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-x.png
476,0201unown,poke_capture_0201_023_uk_n_00000000_f_r.png,0201unown,unown-x_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_023_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-x_shiny.png
477,0201unown,poke_capture_0201_024_uk_n_00000000_f_n.png,0201unown,unown-y.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_024_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-y.png
478,0201unown,poke_capture_0201_024_uk_n_00000000_f_r.png,0201unown,unown-y_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_024_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-y_shiny.png
479,0201unown,poke_capture_0201_025_uk_n_00000000_f_n.png,0201unown,unown-z.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_025_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-z.png
480,0201unown,poke_capture_0201_025_uk_n_00000000_f_r.png,0201unown,unown-z_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_025_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-z_shiny.png
481,0201unown,poke_capture_0201_026_uk_n_00000000_f_n.png,0201unown,unown-exclamation.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_026_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-exclamation.png
482,0201unown,poke_capture_0201_026_uk_n_00000000_f_r.png,0201unown,unown-exclamation_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_026_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-exclamation_shiny.png
483,0201unown,poke_capture_0201_027_uk_n_00000000_f_n.png,0201unown,unown-question.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_027_uk_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-question.png
484,0201unown,poke_capture_0201_027_uk_n_00000000_f_r.png,0201unown,unown-question_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0201unown/poke_capture_0201_027_uk_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0201unown/unown-question_shiny.png
485,0202wobbuffet,poke_capture_0202_000_fd_n_00000000_f_n.png,0202wobbuffet,wobbuffet_female.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0202wobbuffet/poke_capture_0202_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0202wobbuffet/wobbuffet_female.png
486,0202wobbuffet,poke_capture_0202_000_fd_n_00000000_f_r.png,0202wobbuffet,wobbuffet_shiny_female.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0202wobbuffet/poke_capture_0202_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0202wobbuffet/wobbuffet_shiny_female.png
487,0202wobbuffet,poke_capture_0202_000_md_n_00000000_f_n.png,0202wobbuffet,wobbuffet.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0202wobbuffet/poke_capture_0202_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0202wobbuffet/wobbuffet.png
488,0202wobbuffet,poke_capture_0202_000_md_n_00000000_f_r.png,0202wobbuffet,wobbuffet_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0202wobbuffet/poke_capture_0202_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0202wobbuffet/wobbuffet_shiny.png
489,0203girafarig,poke_capture_0203_000_fd_n_00000000_f_n.png,0203girafarig,girafarig.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0203girafarig/poke_capture_0203_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0203girafarig/girafarig.png
490,0203girafarig,poke_capture_0203_000_md_n_00000000_f_r.png,0203girafarig,girafarig_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0203girafarig/poke_capture_0203_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0203girafarig/girafarig_shiny.png
491,0204pineco,poke_capture_0204_000_mf_n_00000000_f_n.png,0204pineco,pineco.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0204pineco/poke_capture_0204_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0204pineco/pineco.png
492,0204pineco,poke_capture_0204_000_mf_n_00000000_f_r.png,0204pineco,pineco_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0204pineco/poke_capture_0204_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0204pineco/pineco_shiny.png
493,0205forretress,poke_capture_0205_000_mf_n_00000000_f_n.png,0205forretress,forretress.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0205forretress/poke_capture_0205_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0205forretress/forretress.png
494,0205forretress,poke_capture_0205_000_mf_n_00000000_f_r.png,0205forretress,forretress_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0205forretress/poke_capture_0205_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0205forretress/forretress_shiny.png
495,0206dunsparce,poke_capture_0206_000_mf_n_00000000_f_n.png,0206dunsparce,dunsparce.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0206dunsparce/poke_capture_0206_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0206dunsparce/dunsparce.png
496,0206dunsparce,poke_capture_0206_000_mf_n_00000000_f_r.png,0206dunsparce,dunsparce_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0206dunsparce/poke_capture_0206_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0206dunsparce/dunsparce_shiny.png
497,0207gligar,poke_capture_0207_000_fd_n_00000000_f_n.png,0207gligar,gligar.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0207gligar/poke_capture_0207_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0207gligar/gligar.png
498,0207gligar,poke_capture_0207_000_fd_n_00000000_f_r.png,0207gligar,gligar_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0207gligar/poke_capture_0207_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0207gligar/gligar_shiny.png
499,0208steelix,poke_capture_0208_000_fd_n_00000000_f_n.png,0208steelix,steelix.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0208steelix/poke_capture_0208_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0208steelix/steelix.png
500,0208steelix,poke_capture_0208_000_fd_n_00000000_f_r.png,0208steelix,steelix_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0208steelix/poke_capture_0208_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0208steelix/steelix_shiny.png
501,0208steelix,poke_capture_0208_001_mf_n_00000000_f_n.png,0208steelix,steelix-mega.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0208steelix/poke_capture_0208_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0208steelix/steelix-mega.png
502,0208steelix,poke_capture_0208_001_mf_n_00000000_f_r.png,0208steelix,steelix-mega_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0208steelix/poke_capture_0208_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0208steelix/steelix-mega_shiny.png
503,0209snubbull,poke_capture_0209_000_mf_n_00000000_f_n.png,0209snubbull,snubbull.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0209snubbull/poke_capture_0209_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0209snubbull/snubbull.png
504,0209snubbull,poke_capture_0209_000_mf_n_00000000_f_r.png,0209snubbull,snubbull_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0209snubbull/poke_capture_0209_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0209snubbull/snubbull_shiny.png
505,0212scizor,poke_capture_0212_000_fd_n_00000000_f_n.png,0212scizor,scizor.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0212scizor/poke_capture_0212_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0212scizor/scizor.png
506,0212scizor,poke_capture_0212_000_md_n_00000000_f_r.png,0212scizor,scizor_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0212scizor/poke_capture_0212_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0212scizor/scizor_shiny.png
507,0212scizor,poke_capture_0212_001_mf_n_00000000_f_n.png,0212scizor,scizor-mega.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0212scizor/poke_capture_0212_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0212scizor/scizor-mega.png
508,0212scizor,poke_capture_0212_001_mf_n_00000000_f_r.png,0212scizor,scizor-mega_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0212scizor/poke_capture_0212_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0212scizor/scizor-mega_shiny.png
509,0214heracross,poke_capture_0214_000_fd_n_00000000_f_n.png,0214heracross,heracross.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0214heracross/poke_capture_0214_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0214heracross/heracross.png
510,0214heracross,poke_capture_0214_000_md_n_00000000_f_r.png,0214heracross,heracross_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0214heracross/poke_capture_0214_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0214heracross/heracross_shiny.png
511,0214heracross,poke_capture_0214_001_mf_n_00000000_f_n.png,0214heracross,heracross-mega.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0214heracross/poke_capture_0214_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0214heracross/heracross-mega.png
512,0214heracross,poke_capture_0214_001_mf_n_00000000_f_r.png,0214heracross,heracross-mega_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0214heracross/poke_capture_0214_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0214heracross/heracross-mega_shiny.png
513,0215sneasel,poke_capture_0215_000_fd_n_00000000_f_n.png,0215sneasel,sneasel.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0215sneasel/poke_capture_0215_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0215sneasel/sneasel.png
514,0215sneasel,poke_capture_0215_000_md_n_00000000_f_r.png,0215sneasel,sneasel_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0215sneasel/poke_capture_0215_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0215sneasel/sneasel_shiny.png
515,0216teddiursa,poke_capture_0216_000_mf_n_00000000_f_n.png,0216teddiursa,teddiursa.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0216teddiursa/poke_capture_0216_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0216teddiursa/teddiursa.png
516,0216teddiursa,poke_capture_0216_000_mf_n_00000000_f_r.png,0216teddiursa,teddiursa_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0216teddiursa/poke_capture_0216_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0216teddiursa/teddiursa_shiny.png
517,0217ursaring,poke_capture_0217_000_fd_n_00000000_f_n.png,0217ursaring,ursaring.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0217ursaring/poke_capture_0217_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0217ursaring/ursaring.png
518,0217ursaring,poke_capture_0217_000_md_n_00000000_f_r.png,0217ursaring,ursaring_shiny.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0217ursaring/poke_capture_0217_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0217ursaring/ursaring_shiny.png
519,0218slugma,poke_capture_0218_000_mf_n_00000000_f_n.png,0218slugma,slugma.png,/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0218slugma/poke_capture_0218_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0218slugma/slugma.png
